,Instrument,Country of Headquarters,Region of Headquarters,NAICS National Industry Name,NAICS Industry Group Name,NAICS Sector Name,GICS Sub-Industry Name,GICS Industry Name,ICB Industry name,ICB Sector name,GICS Industry Group Name,SIC Industry Name,TRBC Industry Name,TRBC Industry Group Name,TRBC Business Sector Name,TRBC Economic Sector Name,TSE33 Main sector name,NAICS Subsector Name,key
0,US74915M1009,United States of America,Americas,All Other Miscellaneous Retailers,Other Miscellaneous Retailers,Retail Trade,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,Consumer Discretionary,Retailers,Retailing,Catalog and Mail- Order houses,Department Stores,Diversified Retail,Retailers,Consumer Cyclicals,,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",US74915M1009
0,US74915J2069,China,Asia,Software Publishers,Software Publishers,Information,Interactive Media & Services,Interactive Media & Services,Technology,Software & Computer Services,Media & Entertainment,,Software,Software & IT Services,Software & IT Services,Technology,,Publishing Industries,US74915J2069
0,US74736L1098,United States of America,Americas,Software Publishers,Software Publishers,Information,Application Software,Software,Technology,Software & Computer Services,Software & Services,Prepackaged Software,Software,Software & IT Services,Software & IT Services,Technology,,Publishing Industries,US74736L1098
0,TH9451010002,Thailand,Asia,All Other Miscellaneous Food Manufacturing,Other Food Manufacturing,Manufacturing,Packaged Foods & Meats,Food Products,Consumer Staples,Food Producers,"Food, Beverage & Tobacco",,Food Processing,Food & Tobacco,Food & Beverages,Consumer Non-Cyclicals,,Food Manufacturing,TH9451010002
0,DE000A1PHBB5,Germany,Europe,Switchgear and Switchboard Apparatus Manufacturing,Electrical Equipment Manufacturing,Manufacturing,Industrial Machinery,Machinery,Industrials,Electronic and Electrical Equipment,Capital Goods,,Electrical Components & Equipment,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,,"Electrical Equipment, Appliance, and Component Manufacturing",DE000A1PHBB5
0,GB00BDZV6W26,United Kingdom,Europe,Facilities Support Services,Facilities Support Services,Administrative and Support and Waste Management and Remediation Services,Construction & Engineering,Construction & Engineering,Industrials,General Industrials,Capital Goods,,Business Support Services,Professional & Commercial Services,Industrial & Commercial Services,Industrials,,Administrative and Support Services,GB00BDZV6W26
0,SA120GAH5617,Saudi Arabia,Asia,Petroleum Refineries,Petroleum and Coal Products Manufacturing,Manufacturing,Oil & Gas Refining & Marketing,"Oil, Gas & Consumable Fuels",Energy,"Oil, Gas and Coal",Energy,,Oil & Gas Refining and Marketing,Oil & Gas,Energy - Fossil Fuels,Energy,,Petroleum and Coal Products Manufacturing,SA120GAH5617
0,US7501021056,United States of America,Americas,Custom Computer Programming Services,Computer Systems Design and Related Services,"Professional, Scientific, and Technical Services",Internet Services & Infrastructure,IT Services,Technology,Software & Computer Services,Software & Services,,IT Services & Consulting,Software & IT Services,Software & IT Services,Technology,,"Professional, Scientific, and Technical Services",US7501021056
0,US7502361014,United States of America,Americas,Direct Property and Casualty Insurance Carriers,Insurance Carriers,Finance and Insurance,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Financials,Finance and Credit Services,Banks,Surety Insurance,Property & Casualty Insurance,Insurance,Insurance,Financials,,Insurance Carriers and Related Activities,US7502361014
0,US75025X1000,United States of America,Americas,Freight Transportation Arrangement,Freight Transportation Arrangement,Transportation and Warehousing,Air Freight & Logistics,Air Freight & Logistics,Industrials,Industrial Transportation,Transportation,Arrangement of Transportation of Freight and Cargo,"Courier, Postal, Air Freight & Land-based Logistics",Freight & Logistics Services,Transportation,Industrials,,Support Activities for Transportation,US75025X1000
0,TW0006176001,Taiwan,Asia,Other Electronic Component Manufacturing,Semiconductor and Other Electronic Component Manufacturing,Manufacturing,Semiconductors,Semiconductors & Semiconductor Equipment,Technology,Technology Hardware & Equipment,Semiconductors & Semiconductor Equipment,,Electronic Equipment & Parts,Electronic Equipment & Parts,Technology Equipment,Technology,,Computer and Electronic Product Manufacturing,TW0006176001
0,US7504811032,United States of America,Americas,Lessors of Other Real Estate Property,Lessors of Real Estate,Real Estate and Rental and Leasing,Integrated Telecommunication Services,Diversified Telecommunication Services,Real Estate,Real Estate Investment and Services Development,Telecommunication Services,"Lessors of Real Property, Not Elsewhere Classified","Real Estate Rental, Development & Operations",Real Estate Operations,Real Estate,Real Estate,,Real Estate,US7504811032
0,US7504692077,United States of America,Americas,Research and Development in Biotechnology (except Nanobiotechnology),Scientific Research and Development Services,"Professional, Scientific, and Technical Services",,,Health Care,Pharmaceuticals and Biotechnology,,Pharmaceutical Preparations,Biotechnology & Medical Research,Biotechnology & Medical Research,Pharmaceuticals & Medical Research,Healthcare,,"Professional, Scientific, and Technical Services",US7504692077
0,US7504911022,United States of America,Americas,Diagnostic Imaging Centers,Medical and Diagnostic Laboratories,Health Care and Social Assistance,Health Care  Services,Health Care Providers & Services,Health Care,Health Care Providers,Health Care Equipment & Services,Medical Laboratories,Healthcare Facilities & Services,Healthcare Providers & Services,Healthcare Services & Equipment,Healthcare,,Ambulatory Health Care Services,US7504911022
0,US75062E1064,United States of America,Americas,Lessors of Nonresidential Buildings (except Miniwarehouses),Lessors of Real Estate,Real Estate and Rental and Leasing,Real Estate Operating Companies,Real Estate Management & Development,Real Estate,Real Estate Investment and Services Development,Real Estate,,"Real Estate Rental, Development & Operations",Real Estate Operations,Real Estate,Real Estate,,Real Estate,US75062E1064
0,SG1CH4000003,Singapore,Asia,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,Health Care and Social Assistance,Health Care Facilities,Health Care Providers & Services,Health Care,Health Care Providers,Health Care Equipment & Services,,Healthcare Facilities & Services,Healthcare Providers & Services,Healthcare Services & Equipment,Healthcare,,Hospitals,SG1CH4000003
0,IT0005054967,Italy,Europe,Wired Telecommunications Carriers,Wired and Wireless Telecommunications (except Satellite),Information,Integrated Telecommunication Services,Diversified Telecommunication Services,Telecommunications,Telecommunications Service Providers,Telecommunication Services,,Integrated Telecommunications Services,Telecommunications Services,Telecommunications Services,Technology,,Telecommunications,IT0005054967
0,BRRADLACNOR0,Brazil,Americas,Pharmacies and Drug Retailers,Health and Personal Care Retailers,Retail Trade,Drug Retail,Food & Staples Retailing,Consumer Staples,"Personal Care, Drug and Grocery Stores",Food & Staples Retailing,,Drug Retailers,Food & Drug Retailing,Food & Drug Retailing,Consumer Non-Cyclicals,,Health and Personal Care Retailers,BRRADLACNOR0
0,AT0000606306,Austria,Europe,Commercial Banking,Depository Credit Intermediation,Finance and Insurance,Diversified Banks,Banks,Financials,Banks,Banks,,Banks,Banking Services,Banking & Investment Services,Financials,,Credit Intermediation and Related Activities,AT0000606306
0,SE0010441139,Sweden,Europe,Support Activities for Rail Transportation,Support Activities for Rail Transportation,Transportation and Warehousing,Highways & Railtracks,Transportation Infrastructure,Industrials,Industrial Transportation,Transportation,,Highways & Rail Tracks,Transport Infrastructure,Transportation,Industrials,,Support Activities for Transportation,SE0010441139
0,CNE100000PS5,China,Asia,Department Stores,Department Stores,Retail Trade,Department Stores,Multiline Retail,Consumer Discretionary,Retailers,Retailing,,Department Stores,Diversified Retail,Retailers,Consumer Cyclicals,,General Merchandise Retailers,CNE100000PS5
0,GG00BD59ZW98,Guernsey,Europe,Other Metal Ore Mining,Metal Ore Mining,"Mining, Quarrying, and Oil and Gas Extraction",Diversified Metals & Mining,Metals & Mining,Basic Materials,Industrial Metals and Mining,Materials,,Non-Gold Precious Metals & Minerals,Metals & Mining,Mineral Resources,Basic Materials,,Mining (except Oil and Gas),GG00BD59ZW98
0,GB00BRGBL804,United Kingdom,Europe,Crude Petroleum Extraction,Oil and Gas Extraction,"Mining, Quarrying, and Oil and Gas Extraction",,,Energy,"Oil, Gas and Coal",,,Oil & Gas Exploration and Production,Oil & Gas,Energy - Fossil Fuels,Energy,,Oil and Gas Extraction,GB00BRGBL804
0,MT0001390104,Malta,Europe,Web Search Portals and All Other Information Services,"Web Search Portals, Libraries, Archives, and Other Information Services",Information,Casinos & Gaming,"Hotels, Restaurants & Leisure",Consumer Discretionary,Media,Consumer Services,,Online Services,Software & IT Services,Software & IT Services,Technology,,"Web Search Portals, Libraries, Archives, and Other Information Services",MT0001390104
